nombre,categoria,label,telefono,website,email,direccion,lat,lng,whatsapp_outreach,estado_directorio,notas,places_encontrado,telefono_places,website_places,horario,rating,total_reseñas
Huajito,restaurantes,Restaurantes,+52 81 3124 5378,,,,25.453373,-100.164625,https://wa.me/528131245378?text=Hola%2C%20Huajito%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 3124 5378,,Monday: Closed | Tuesday: Closed | Wednesday: Closed,5,4
IMSS,salud,Médicos & Salud,+52 81 2285 2426,,,,25.407526,-100.134594,https://wa.me/528122852426?text=Hola%2C%20IMSS%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2285 2426,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,2.8,19
La Carita,restaurantes,Restaurantes,+52 81 1789 9785,,,,25.424792,-100.151193,https://wa.me/528117899785?text=Hola%2C%20La%20Carita%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 1789 9785,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,,
La Prueba,restaurantes,Restaurantes,+52 81 8266 1833,,,,25.475244,-100.190807,https://wa.me/528182661833?text=Hola%2C%20La%20Prueba%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8266 1833,,Monday: 6:00 PM – 12:00 AM | Tuesday: Closed | Wednesday: 6:00 PM – 12:00 AM,4.6,99
Las Palomas,restaurantes,Restaurantes,+52 81 2285 4331,https://www.laspalomasdesantiago.com/,,,25.42457,-100.15142,https://wa.me/528122854331?text=Hola%2C%20Las%20Palomas%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2285 4331,http://www.laspalomasdesantiago.com/,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM,4.6,4501
Little Caesars,restaurantes,Restaurantes,+52 81 2270 3394,,,,25.425162,-100.148645,https://wa.me/528122703394?text=Hola%2C%20Little%20Caesars%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2270 3394,https://littlecaesars.com/en-us/,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM,4.1,728
Los Arcos,restaurantes,Restaurantes,+52 81 1323 0941,,,,25.451369,-100.161739,https://wa.me/528113230941?text=Hola%2C%20Los%20Arcos%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 1323 0941,,Monday: Closed | Tuesday: Closed | Wednesday: Closed,4.3,197
Los Chamacos,servicios,Servicios & Delivery,+52 81 8266 2514,,,,25.495248,-100.18792,https://wa.me/528182662514?text=Hola%2C%20Los%20Chamacos%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8266 2514,,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM,4.7,21
Los FIerros,automotriz,Gasolineras & Mecánicos,,,,,25.365909,-100.103526,,pendiente,,si,,,,,
Martha Salazar,tiendas,Tiendas & Artesanías,+52 81 2285 1337,,,,25.364556,-100.103118,https://wa.me/528122851337?text=Hola%2C%20Martha%20Salazar%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2285 1337,https://marthasalazar.mx/,Monday: 10:00 AM – 7:00 PM | Tuesday: 10:00 AM – 7:00 PM | Wednesday: 10:00 AM – 7:00 PM,4.6,108
Merendero Tino,restaurantes,Restaurantes,+52 81 2878 4068,https://www.facebook.com/MerenderoTino,,,25.461234,-100.171007,https://wa.me/528128784068?text=Hola%2C%20Merendero%20Tino%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2878 4068,http://www.merenderotino.mx/,Monday: 7:30 AM – 8:30 PM | Tuesday: 7:30 AM – 8:30 PM | Wednesday: 7:30 AM – 8:30 PM,4.6,6439
OXXO,tiendas,Tiendas & Artesanías,+52 81 8320 2020,,,,25.479638,-100.179003,https://wa.me/528183202020?text=Hola%2C%20OXXO%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8320 2020,https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,3.5,26
Oxxo,tiendas,Tiendas & Artesanías,+52 81 8320 2020,https://www.oxxo.com/tiendas?cr=50XVS,,,25.430932,-100.152784,https://wa.me/528183202020?text=Hola%2C%20Oxxo%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8320 2020,https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,4.5,21
Oxxo,tiendas,Tiendas & Artesanías,+52 81 8320 2020,https://www.oxxo.com/tiendas?cr=50WXI,,,25.451087,-100.162067,https://wa.me/528183202020?text=Hola%2C%20Oxxo%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8320 2020,https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,4.3,54
Oxxo,tiendas,Tiendas & Artesanías,+52 81 8320 2020,https://www.oxxo.com/tiendas?cr=50OCN,,,25.422669,-100.147047,https://wa.me/528183202020?text=Hola%2C%20Oxxo%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8320 2020,https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,2.6,7
Oxxo,tiendas,Tiendas & Artesanías,+52 81 8320 2020,https://www.oxxo.com/tiendas?cr=50MCE,,,25.405479,-100.133678,https://wa.me/528183202020?text=Hola%2C%20Oxxo%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8320 2020,https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,4.3,92
Oxxo,tiendas,Tiendas & Artesanías,+52 81 8320 2020,https://www.oxxo.com/tiendas?cr=50CRC,,,25.40519,-100.134109,https://wa.me/528183202020?text=Hola%2C%20Oxxo%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8320 2020,https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,4.3,92
Oxxo,tiendas,Tiendas & Artesanías,+52 81 8320 2020,https://www.oxxo.com/tiendas?cr=50CPO,,,25.38056,-100.148725,https://wa.me/528183202020?text=Hola%2C%20Oxxo%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8320 2020,https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,4.1,44
Oxxo,tiendas,Tiendas & Artesanías,+52 81 8320 2020,https://www.oxxo.com/tiendas?cr=50CDC,,,25.396848,-100.134496,https://wa.me/528183202020?text=Hola%2C%20Oxxo%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8320 2020,https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,4.3,92
Oxxo,tiendas,Tiendas & Artesanías,+52 81 8320 2020,https://www.oxxo.com/tiendas?cr=50FIR,,,25.364247,-100.101999,https://wa.me/528183202020?text=Hola%2C%20Oxxo%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8320 2020,https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,4,71
Oxxo,tiendas,Tiendas & Artesanías,+52 81 8320 2020,https://www.oxxo.com/tiendas?cr=50LMI,,,25.50907,-100.194402,https://wa.me/528183202020?text=Hola%2C%20Oxxo%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8320 2020,https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,3.8,8
Oxxo,automotriz,Gasolineras & Mecánicos,+52 81 8320 2020,,,,25.509028,-100.194396,https://wa.me/528183202020?text=Hola%2C%20Oxxo%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8320 2020,https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,2.9,8
Oxxo,tiendas,Tiendas & Artesanías,,https://www.oxxo.com/tiendas?cr=50YYO,,,25.495062,-100.187752,,pendiente,,si,,https://www.oxxo.com/,,1,1
OXXO,tiendas,Tiendas & Artesanías,+52 81 8320 2020,,,,25.413943,-100.140555,https://wa.me/528183202020?text=Hola%2C%20OXXO%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8320 2020,https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,4.3,92
OXXO,tiendas,Tiendas & Artesanías,+52 81 8320 2020,,,,25.364229,-100.102008,https://wa.me/528183202020?text=Hola%2C%20OXXO%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8320 2020,https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,4,71
Oxxo gas,automotriz,Gasolineras & Mecánicos,+52 800 699 6427,,,,25.413699,-100.140432,https://wa.me/528006996427?text=Hola%2C%20Oxxo%20gas%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 800 699 6427,http://www.oxxogas.com/,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,4.1,11
Pemex,automotriz,Gasolineras & Mecánicos,+52 800 736 3900,,,,25.422598,-100.146876,https://wa.me/528007363900?text=Hola%2C%20Pemex%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 800 736 3900,https://contactocombustible.pemex.com/,,3.2,5
Pemex,automotriz,Gasolineras & Mecánicos,+52 800 736 3900,,,,25.413663,-100.140246,https://wa.me/528007363900?text=Hola%2C%20Pemex%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 800 736 3900,https://contactocombustible.pemex.com/,,3.2,5
Posada de Colores,hospedaje,Hospedaje,+528122850635,https://www.posadadecolores.com/,posadadecolores@hotmail.com,Calle Miguel Hidalgo 100,25.426737,-100.152973,https://wa.me/528115776043?text=Hola%2C%20Posada%20de%20Colores%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 1577 6043,https://www.posadadecolores.com/,,4.2,339
Primo Lalo,restaurantes,Restaurantes,+52 81 2172 1540,,,,25.452756,-100.164092,https://wa.me/528121721540?text=Hola%2C%20Primo%20Lalo%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2172 1540,,,3.9,131
Restaurant Garcia G.,restaurantes,Restaurantes,+528182661300,https://www.restaurantgarcia.com/,,"Carretera Nacional Mex 85 Km. 258.5, El Ranchito Santiago, Nuevo León, Mexico",25.488691,-100.184516,https://wa.me/528182661300?text=Hola%2C%20Restaurant%20Garcia%20G.%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8266 1300,http://www.restaurantgarcia.com/,Monday: 7:00 AM – 8:00 PM | Tuesday: 7:00 AM – 8:00 PM | Wednesday: 7:00 AM – 8:00 PM,4.3,1745
S-Mart,tiendas,Tiendas & Artesanías,+52 81 2285 5958,,,,25.430384,-100.151858,https://wa.me/528122855958?text=Hola%2C%20S-Mart%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2285 5958,http://www.supermercadossmart.com/,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,4.3,2642
Santander,bancos,Bancos & ATMs,,,,,25.398824,-100.130653,,pendiente,,si,,,Monday: 9:00 AM – 4:00 PM | Tuesday: 9:00 AM – 4:00 PM | Wednesday: 9:00 AM – 4:00 PM,3.7,6
Soriana Santiago,tiendas,Tiendas & Artesanías,+52 81 1818 5906,,,,25.42447,-100.149164,https://wa.me/528118185906?text=Hola%2C%20Soriana%20Santiago%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 1818 5906,https://www.soriana.com/,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM,3.9,896
